Customer_ID,Customer_Name,City,Age_Group,Gender,Recency_Days,Frequency,Monetary,Avg_Order_Value,R_Score,F_Score,M_Score,RFM_Total,Customer_Segment
CUST3265,Customer_256,Gaya,26-35,Male,74,1,97693.35,97693.35,4,2,2,8,New / Recent
CUST9008,Customer_279,Hyderabad,46-55,Female,74,1,125266.25,125266.25,4,1,3,8,New / Recent
CUST2418,Customer_425,Gaya,56-65,Male,76,1,93055.86,93055.86,4,2,2,8,New / Recent
CUST5535,Customer_146,Gaya,26-35,Male,77,1,81639.9,81639.9,4,2,2,8,New / Recent
CUST5373,Customer_256,Delhi,18-25,Male,78,1,25737.43,25737.43,4,3,1,8,Loyal Customers
CUST8904,Customer_152,Kolkata,26-35,Female,78,1,63886.38,63886.38,4,2,2,8,New / Recent
CUST1481,Customer_40,Patna,36-45,Female,79,1,78764.8,78764.8,4,2,2,8,New / Recent
CUST3127,Customer_182,Bengaluru,56-65,Male,80,1,139530.8,139530.8,4,1,3,8,New / Recent
CUST8017,Customer_371,Patna,36-45,Male,83,1,196003.1,196003.1,3,2,3,8,Potential Loyalist
CUST5477,Customer_249,Kolkata,36-45,Female,84,1,284448.64,284448.64,3,1,4,8,Potential Loyalist
CUST1822,Customer_174,Kolkata,36-45,Male,87,1,121853.1,121853.1,3,2,3,8,Potential Loyalist
CUST5240,Customer_379,Patna,36-45,Male,88,1,92846.81,92846.81,3,3,2,8,Loyal Customers
CUST2903,Customer_122,Mumbai,26-35,Female,90,1,107774.59,107774.59,3,3,2,8,Loyal Customers
CUST3607,Customer_266,Patna,56-65,Female,95,1,105764.6,105764.6,3,3,2,8,Loyal Customers
CUST1618,Customer_166,Patna,36-45,Male,97,1,158916.6,158916.6,3,2,3,8,Potential Loyalist
CUST7263,Customer_120,Hyderabad,46-55,Male,104,1,10851.3,10851.3,3,4,1,8,Loyal Customers
CUST2871,Customer_8,Delhi,26-35,Female,106,1,147500.76,147500.76,3,2,3,8,Potential Loyalist
CUST2796,Customer_471,Patna,26-35,Male,106,1,147307.52,147307.52,3,2,3,8,Potential Loyalist
CUST1149,Customer_14,Hyderabad,36-45,Female,107,1,340749.52,340749.52,3,1,4,8,Potential Loyalist
CUST4756,Customer_15,Bengaluru,46-55,Female,109,2,19079.68,9539.84,3,4,1,8,Loyal Customers
CUST7615,Customer_277,Patna,36-45,Male,110,1,163012.74,163012.74,3,2,3,8,Potential Loyalist
CUST2997,Customer_181,Hyderabad,18-25,Female,110,1,34192.3,34192.3,3,4,1,8,Loyal Customers
CUST2152,Customer_99,Bengaluru,56-65,Female,111,1,96867.4,96867.4,3,3,2,8,Loyal Customers
CUST6697,Customer_137,Pune,26-35,Male,111,1,75059.95,75059.95,3,3,2,8,Loyal Customers
CUST2345,Customer_302,Bengaluru,46-55,Male,115,1,224371.6,224371.6,3,1,4,8,Potential Loyalist
CUST3001,Customer_327,Delhi,56-65,Female,117,2,14067.77,7033.89,3,4,1,8,Loyal Customers
CUST3760,Customer_360,Bengaluru,56-65,Female,119,1,41626.11,41626.11,3,4,1,8,Loyal Customers
CUST9700,Customer_441,Kolkata,18-25,Female,120,1,40148.6,40148.6,3,4,1,8,Loyal Customers
CUST4537,Customer_9,Gaya,56-65,Male,122,1,167620.15,167620.15,3,2,3,8,Potential Loyalist
CUST9728,Customer_338,Gaya,36-45,Male,125,1,185424.32,185424.32,3,2,3,8,Potential Loyalist
CUST4966,Customer_367,Bengaluru,46-55,Female,129,1,8286.54,8286.54,3,4,1,8,Loyal Customers
CUST7196,Customer_286,Delhi,36-45,Male,129,1,267104.88,267104.88,3,1,4,8,Potential Loyalist
CUST3365,Customer_80,Delhi,18-25,Male,130,1,119390.88,119390.88,3,2,3,8,Potential Loyalist
CUST8049,Customer_384,Delhi,36-45,Female,130,1,130165.29,130165.29,3,2,3,8,Potential Loyalist
CUST1616,Customer_288,Delhi,36-45,Female,131,1,99704.97,99704.97,3,3,2,8,Loyal Customers
CUST8466,Customer_66,Hyderabad,36-45,Male,133,1,47743.08,47743.08,3,4,1,8,Loyal Customers
CUST9804,Customer_284,Patna,26-35,Male,133,1,226417.1,226417.1,3,1,4,8,Potential Loyalist
CUST4420,Customer_268,Gaya,36-45,Male,137,1,13705.83,13705.83,3,4,1,8,Loyal Customers
CUST5418,Customer_491,Kolkata,36-45,Female,138,1,177852.72,177852.72,3,2,3,8,Potential Loyalist
CUST8431,Customer_90,Delhi,26-35,Male,142,1,220973.34,220973.34,3,1,4,8,Potential Loyalist
CUST7718,Customer_293,Delhi,26-35,Male,143,1,374935.6,374935.6,3,1,4,8,Potential Loyalist
CUST1396,Customer_479,Pune,26-35,Male,143,1,21572.48,21572.48,3,4,1,8,Loyal Customers
CUST6149,Customer_181,Patna,26-35,Female,145,1,72673.95,72673.95,3,3,2,8,Loyal Customers
CUST9552,Customer_340,Patna,26-35,Male,146,1,7745.85,7745.85,3,4,1,8,Loyal Customers
CUST9449,Customer_178,Mumbai,46-55,Female,149,1,23934.94,23934.94,3,4,1,8,Loyal Customers
CUST7221,Customer_478,Gaya,36-45,Male,151,1,15069.36,15069.36,3,4,1,8,Loyal Customers
CUST9113,Customer_175,Hyderabad,56-65,Male,151,1,191143.08,191143.08,3,2,3,8,Potential Loyalist
CUST4077,Customer_138,Mumbai,46-55,Male,151,1,109913.8,109913.8,3,3,2,8,Loyal Customers
CUST8195,Customer_388,Patna,46-55,Female,153,1,3727.43,3727.43,3,4,1,8,Loyal Customers
CUST1339,Customer_107,Kolkata,46-55,Male,155,1,203324.1,203324.1,3,2,3,8,Potential Loyalist
CUST9092,Customer_97,Mumbai,56-65,Male,156,1,37930.19,37930.19,3,4,1,8,Loyal Customers
CUST5010,Customer_46,Pune,36-45,Female,157,1,124324.34,124324.34,3,2,3,8,Potential Loyalist
CUST2369,Customer_259,Mumbai,56-65,Male,157,1,64307.52,64307.52,3,3,2,8,Loyal Customers
CUST5899,Customer_500,Gaya,26-35,Female,158,1,23158,23158,3,4,1,8,Loyal Customers
CUST4515,Customer_281,Hyderabad,46-55,Female,158,1,78848.08,78848.08,3,3,2,8,Loyal Customers
CUST6538,Customer_365,Pune,36-45,Female,158,1,26611.8,26611.8,3,4,1,8,Loyal Customers
CUST3911,Customer_304,Gaya,26-35,Female,158,1,81607.25,81607.25,3,3,2,8,Loyal Customers
CUST4483,Customer_109,Patna,56-65,Female,159,1,370228.72,370228.72,3,1,4,8,Potential Loyalist
CUST2364,Customer_290,Hyderabad,26-35,Female,164,1,83149.52,83149.52,3,3,2,8,Loyal Customers
CUST7757,Customer_494,Mumbai,56-65,Male,165,1,219795.57,219795.57,3,1,4,8,Potential Loyalist
CUST6258,Customer_229,Pune,46-55,Male,171,1,40225.63,40225.63,3,4,1,8,Loyal Customers
CUST1711,Customer_36,Bengaluru,18-25,Female,173,1,490866.4,490866.4,3,1,4,8,Potential Loyalist
CUST5702,Customer_381,Pune,46-55,Female,175,1,139084.8,139084.8,3,2,3,8,Potential Loyalist
CUST3430,Customer_184,Kolkata,46-55,Female,176,1,215754.42,215754.42,3,1,4,8,Potential Loyalist
CUST3440,Customer_28,Pune,26-35,Female,179,1,33098.3,33098.3,3,4,1,8,Loyal Customers
CUST2644,Customer_222,Pune,18-25,Male,180,1,175457.4,175457.4,2,3,3,8,At Risk
CUST8338,Customer_90,Pune,36-45,Male,180,1,188413.61,188413.61,2,3,3,8,At Risk
CUST3623,Customer_1,Mumbai,26-35,Male,183,1,338531.22,338531.22,2,2,4,8,Potential Loyalist
CUST4747,Customer_193,Gaya,36-45,Male,185,1,102099.33,102099.33,2,4,2,8,At Risk
CUST5430,Customer_333,Mumbai,46-55,Male,187,1,138761.82,138761.82,2,3,3,8,At Risk
CUST3330,Customer_450,Hyderabad,56-65,Female,188,1,162554.32,162554.32,2,3,3,8,At Risk
CUST9404,Customer_463,Gaya,18-25,Female,189,1,70861.06,70861.06,2,4,2,8,At Risk
CUST7787,Customer_139,Pune,36-45,Male,191,1,286879.52,286879.52,2,2,4,8,Potential Loyalist
CUST8322,Customer_429,Hyderabad,26-35,Male,192,1,242974.8,242974.8,2,2,4,8,Potential Loyalist
CUST9869,Customer_394,Hyderabad,36-45,Female,192,1,206413.15,206413.15,2,3,3,8,At Risk
CUST4527,Customer_359,Mumbai,46-55,Male,194,1,210037.8,210037.8,2,3,3,8,At Risk
CUST5214,Customer_142,Patna,56-65,Female,197,1,86438.08,86438.08,2,4,2,8,At Risk
CUST4686,Customer_473,Pune,26-35,Male,198,1,290918.72,290918.72,2,2,4,8,Potential Loyalist
CUST1256,Customer_279,Kolkata,26-35,Male,200,1,242289.7,242289.7,2,2,4,8,Potential Loyalist
CUST6345,Customer_214,Delhi,26-35,Female,202,2,82147.94,41073.97,2,4,2,8,At Risk
CUST6821,Customer_73,Pune,18-25,Male,203,1,274083.6,274083.6,2,2,4,8,Potential Loyalist
CUST9299,Customer_13,Delhi,56-65,Female,206,1,215004.9,215004.9,2,2,4,8,Potential Loyalist
CUST9450,Customer_230,Bengaluru,18-25,Male,208,1,112729.05,112729.05,2,3,3,8,At Risk
CUST3564,Customer_267,Patna,36-45,Male,209,1,444513.78,444513.78,2,2,4,8,Potential Loyalist
CUST1806,Customer_354,Patna,56-65,Male,209,1,64332.45,64332.45,2,4,2,8,At Risk
CUST6309,Customer_345,Mumbai,46-55,Female,210,1,61486.2,61486.2,2,4,2,8,At Risk
CUST9022,Customer_131,Mumbai,46-55,Female,212,1,91224.84,91224.84,2,4,2,8,At Risk
CUST1658,Customer_324,Hyderabad,46-55,Male,212,1,193777.92,193777.92,2,3,3,8,At Risk
CUST6279,Customer_97,Kolkata,18-25,Female,212,1,256986.2,256986.2,2,2,4,8,Potential Loyalist
CUST3285,Customer_232,Mumbai,26-35,Female,213,1,392423.76,392423.76,2,2,4,8,Potential Loyalist
CUST2027,Customer_458,Gaya,26-35,Male,214,1,121322.16,121322.16,2,3,3,8,At Risk
CUST1253,Customer_334,Gaya,26-35,Female,216,1,87892.59,87892.59,2,4,2,8,At Risk
CUST3054,Customer_96,Mumbai,26-35,Female,217,1,63845.1,63845.1,2,4,2,8,At Risk
CUST5338,Customer_269,Patna,18-25,Female,218,1,140731.05,140731.05,2,3,3,8,At Risk
CUST2218,Customer_392,Delhi,56-65,Male,221,1,63231.28,63231.28,2,4,2,8,At Risk
CUST6870,Customer_53,Hyderabad,46-55,Female,223,1,70818.68,70818.68,2,4,2,8,At Risk
CUST6814,Customer_70,Bengaluru,56-65,Male,226,1,56546.37,56546.37,2,4,2,8,At Risk
CUST8381,Customer_112,Kolkata,36-45,Male,230,1,473144.2,473144.2,2,2,4,8,Potential Loyalist
CUST7315,Customer_283,Mumbai,36-45,Female,231,1,53794.02,53794.02,2,4,2,8,At Risk
CUST7238,Customer_335,Delhi,46-55,Female,234,1,280228.24,280228.24,2,2,4,8,Potential Loyalist
CUST9458,Customer_391,Bengaluru,56-65,Male,238,2,56158.259999999995,28079.13,2,4,2,8,At Risk
CUST9515,Customer_52,Kolkata,26-35,Female,239,1,133044.7,133044.7,2,3,3,8,At Risk
CUST1516,Customer_148,Mumbai,46-55,Male,240,1,199641.96,199641.96,2,3,3,8,At Risk
CUST6414,Customer_82,Delhi,26-35,Male,241,1,62429.88,62429.88,2,4,2,8,At Risk
CUST8532,Customer_323,Delhi,36-45,Female,242,1,69756.24,69756.24,2,4,2,8,At Risk
CUST2093,Customer_428,Mumbai,36-45,Female,248,1,121791.05,121791.05,2,3,3,8,At Risk
CUST9131,Customer_249,Delhi,36-45,Female,249,1,372913.47,372913.47,2,2,4,8,Potential Loyalist
CUST6618,Customer_311,Pune,18-25,Male,249,1,230997.12,230997.12,2,2,4,8,Potential Loyalist
CUST9059,Customer_288,Delhi,26-35,Male,250,1,150907.5,150907.5,2,3,3,8,At Risk
CUST7664,Customer_376,Delhi,36-45,Female,252,1,216126.48,216126.48,2,2,4,8,Potential Loyalist
CUST6006,Customer_344,Delhi,36-45,Male,258,1,186072.9,186072.9,2,3,3,8,At Risk
CUST6806,Customer_316,Pune,46-55,Male,261,1,246529.68,246529.68,2,2,4,8,Potential Loyalist
CUST5778,Customer_346,Patna,36-45,Male,272,1,72124.72,72124.72,2,4,2,8,At Risk
CUST7065,Customer_335,Bengaluru,18-25,Female,272,1,241144.8,241144.8,2,2,4,8,Potential Loyalist
CUST9159,Customer_12,Kolkata,36-45,Female,272,1,208852.56,208852.56,2,3,3,8,At Risk
CUST9875,Customer_6,Bengaluru,46-55,Male,273,1,120557.08,120557.08,1,4,3,8,At Risk
CUST5128,Customer_192,Bengaluru,46-55,Male,276,1,242216.48,242216.48,1,3,4,8,At Risk
CUST6584,Customer_449,Mumbai,18-25,Male,281,1,296462.6,296462.6,1,3,4,8,At Risk
CUST4150,Customer_415,Delhi,26-35,Female,282,1,359892.18,359892.18,1,3,4,8,At Risk
CUST8366,Customer_355,Bengaluru,56-65,Female,283,1,299029.7,299029.7,1,3,4,8,At Risk
CUST1890,Customer_277,Gaya,18-25,Male,283,1,129500.85,129500.85,1,4,3,8,At Risk
CUST4496,Customer_53,Bengaluru,18-25,Female,296,1,333687.41,333687.41,1,3,4,8,At Risk
CUST9273,Customer_162,Hyderabad,26-35,Female,300,1,143245.35,143245.35,1,4,3,8,At Risk
CUST8996,Customer_165,Hyderabad,56-65,Male,301,1,126134.07,126134.07,1,4,3,8,At Risk
CUST1936,Customer_15,Delhi,56-65,Male,301,1,130702.11,130702.11,1,4,3,8,At Risk
CUST1113,Customer_104,Gaya,26-35,Female,303,1,181063.26,181063.26,1,4,3,8,At Risk
CUST3891,Customer_453,Mumbai,56-65,Male,306,1,150743.16,150743.16,1,4,3,8,At Risk
CUST9191,Customer_323,Hyderabad,36-45,Male,313,1,153373.8,153373.8,1,4,3,8,At Risk
CUST4625,Customer_296,Gaya,18-25,Female,314,1,306956.37,306956.37,1,3,4,8,At Risk
CUST8390,Customer_297,Mumbai,46-55,Female,314,1,285282.83,285282.83,1,3,4,8,At Risk
CUST5113,Customer_271,Kolkata,26-35,Female,320,1,199283,199283,1,4,3,8,At Risk
CUST6467,Customer_181,Pune,18-25,Female,325,1,318362.73,318362.73,1,3,4,8,At Risk
CUST5155,Customer_165,Bengaluru,56-65,Male,328,1,172543,172543,1,4,3,8,At Risk
CUST9557,Customer_475,Mumbai,46-55,Male,339,1,137155.95,137155.95,1,4,3,8,At Risk
CUST4824,Customer_98,Gaya,18-25,Male,342,1,226245.78,226245.78,1,3,4,8,At Risk
CUST7650,Customer_453,Kolkata,46-55,Male,349,1,347736,347736,1,3,4,8,At Risk
CUST9994,Customer_13,Delhi,46-55,Male,356,1,261678.42,261678.42,1,3,4,8,At Risk
CUST2520,Customer_93,Kolkata,26-35,Female,356,1,141401.85,141401.85,1,4,3,8,At Risk
CUST4381,Customer_324,Kolkata,36-45,Female,358,1,135764.76,135764.76,1,4,3,8,At Risk
CUST3839,Customer_274,Bengaluru,56-65,Male,360,1,410547.2,410547.2,1,3,4,8,At Risk
CUST4553,Customer_489,Kolkata,36-45,Female,362,1,165937.8,165937.8,1,4,3,8,At Risk
CUST6862,Customer_257,Patna,36-45,Female,2,1,95386.66,95386.66,4,3,2,9,Loyal Customers
CUST8430,Customer_277,Gaya,36-45,Male,3,1,17766.9,17766.9,4,4,1,9,Loyal Customers
CUST1833,Customer_357,Gaya,56-65,Male,5,1,111006.18,111006.18,4,3,2,9,Loyal Customers
CUST3877,Customer_133,Delhi,18-25,Male,7,1,85323.78,85323.78,4,3,2,9,Loyal Customers
CUST4646,Customer_365,Bengaluru,36-45,Female,8,1,190160.1,190160.1,4,2,3,9,New / Recent
CUST2757,Customer_366,Patna,46-55,Male,10,1,64048.05,64048.05,4,3,2,9,Loyal Customers
CUST7724,Customer_365,Kolkata,36-45,Male,10,1,100442.24,100442.24,4,3,2,9,Loyal Customers
CUST8583,Customer_290,Delhi,36-45,Female,12,1,35903.14,35903.14,4,4,1,9,Loyal Customers
CUST1637,Customer_70,Patna,56-65,Male,13,1,20669.3,20669.3,4,4,1,9,Loyal Customers
CUST7578,Customer_245,Delhi,36-45,Female,13,1,60346.48,60346.48,4,3,2,9,Loyal Customers
CUST5005,Customer_176,Kolkata,18-25,Female,14,1,174940.92,174940.92,4,2,3,9,New / Recent
CUST7164,Customer_251,Pune,56-65,Male,18,1,282545.1,282545.1,4,1,4,9,New / Recent
CUST7504,Customer_183,Pune,46-55,Male,19,1,106265.28,106265.28,4,3,2,9,Loyal Customers
CUST5413,Customer_20,Bengaluru,56-65,Male,20,1,217109.48,217109.48,4,1,4,9,New / Recent
CUST6571,Customer_156,Pune,36-45,Female,22,1,75706.23,75706.23,4,3,2,9,Loyal Customers
CUST4270,Customer_266,Kolkata,26-35,Male,24,1,458774.9,458774.9,4,1,4,9,New / Recent
CUST8387,Customer_133,Bengaluru,46-55,Female,25,1,154238.45,154238.45,4,2,3,9,New / Recent
CUST3741,Customer_461,Mumbai,56-65,Female,25,1,48583.48,48583.48,4,3,2,9,Loyal Customers
CUST1443,Customer_315,Unknown,36-45,Female,26,1,25336.7,25336.7,4,4,1,9,Loyal Customers
CUST8789,Customer_4,Delhi,46-55,Female,26,1,26647.6,26647.6,4,4,1,9,Loyal Customers
CUST8729,Customer_72,Kolkata,46-55,Male,26,1,163132.56,163132.56,4,2,3,9,New / Recent
CUST2791,Customer_20,Bengaluru,56-65,Female,26,1,246944.64,246944.64,4,1,4,9,New / Recent
CUST9622,Customer_224,Kolkata,26-35,Male,28,1,28466.49,28466.49,4,4,1,9,Loyal Customers
CUST9325,Customer_352,Mumbai,36-45,Female,29,1,87780.4,87780.4,4,3,2,9,Loyal Customers
CUST7587,Customer_223,Pune,26-35,Male,29,1,408776.58,408776.58,4,1,4,9,New / Recent
CUST1433,Customer_391,Mumbai,46-55,Female,29,1,108470.6,108470.6,4,3,2,9,Loyal Customers
CUST1906,Customer_76,Hyderabad,36-45,Male,32,1,40714.7,40714.7,4,4,1,9,Loyal Customers
CUST4751,Customer_260,Patna,18-25,Male,34,1,243462.6,243462.6,4,1,4,9,New / Recent
CUST5389,Customer_362,Mumbai,36-45,Female,36,1,58707.36,58707.36,4,3,2,9,Loyal Customers
CUST5569,Customer_188,Pune,26-35,Female,41,1,105715.35,105715.35,4,3,2,9,Loyal Customers
CUST7033,Customer_359,Gaya,26-35,Male,42,1,156203.52,156203.52,4,2,3,9,New / Recent
CUST4796,Customer_380,Bengaluru,36-45,Male,43,1,140365.9,140365.9,4,2,3,9,New / Recent
CUST7609,Customer_327,Pune,36-45,Female,44,1,154958.15,154958.15,4,2,3,9,New / Recent
CUST9651,Customer_461,Delhi,56-65,Female,44,1,242701.7,242701.7,4,1,4,9,New / Recent
CUST6881,Customer_158,Delhi,36-45,Female,44,1,297463.11,297463.11,4,1,4,9,New / Recent
CUST4845,Customer_401,Mumbai,18-25,Male,45,1,2599.12,2599.12,4,4,1,9,Loyal Customers
CUST5468,Customer_463,Bengaluru,26-35,Male,47,1,299131.56,299131.56,4,1,4,9,New / Recent
CUST4901,Customer_327,Mumbai,26-35,Female,49,1,47545.23,47545.23,4,4,1,9,Loyal Customers
CUST3682,Customer_132,Kolkata,56-65,Female,50,1,144829.17,144829.17,4,2,3,9,New / Recent
CUST1122,Customer_447,Kolkata,56-65,Female,53,1,122431.8,122431.8,4,2,3,9,New / Recent
CUST8217,Customer_83,Delhi,36-45,Female,57,1,68529.18,68529.18,4,3,2,9,Loyal Customers
CUST6002,Customer_83,Delhi,46-55,Male,59,1,214875.81,214875.81,4,2,3,9,New / Recent
CUST4103,Customer_454,Pune,26-35,Male,63,1,63588.21,63588.21,4,3,2,9,Loyal Customers
CUST9253,Customer_371,Pune,46-55,Female,65,1,215803.3,215803.3,4,1,4,9,New / Recent
CUST2079,Customer_35,Mumbai,36-45,Male,68,1,323841.07,323841.07,4,1,4,9,New / Recent
CUST9292,Customer_89,Bengaluru,26-35,Male,69,1,128637.6,128637.6,4,2,3,9,New / Recent
CUST8023,Customer_118,Mumbai,46-55,Female,70,1,101845.28,101845.28,4,3,2,9,Loyal Customers
CUST5988,Customer_266,Kolkata,36-45,Male,70,1,88672.76,88672.76,4,3,2,9,Loyal Customers
CUST7806,Customer_4,Hyderabad,56-65,Female,71,1,81537,81537,4,3,2,9,Loyal Customers
CUST1565,Customer_353,Delhi,26-35,Female,72,1,80289.8,80289.8,4,3,2,9,Loyal Customers
CUST6152,Customer_438,Bengaluru,36-45,Female,73,1,118857.45,118857.45,4,2,3,9,New / Recent
CUST5762,Customer_404,Mumbai,18-25,Female,74,1,31247.14,31247.14,4,4,1,9,Loyal Customers
CUST9384,Customer_230,Mumbai,26-35,Female,75,1,20626.25,20626.25,4,4,1,9,Loyal Customers
CUST3652,Customer_436,Hyderabad,56-65,Male,75,1,21496.95,21496.95,4,4,1,9,Loyal Customers
CUST9817,Customer_388,Patna,36-45,Male,79,1,66300.43,66300.43,4,3,2,9,Loyal Customers
CUST7445,Customer_233,Bengaluru,56-65,Female,80,1,321222.51,321222.51,4,1,4,9,New / Recent
CUST4584,Customer_138,Pune,18-25,Female,80,1,462701.3,462701.3,4,1,4,9,New / Recent
CUST1758,Customer_335,Patna,56-65,Male,80,1,299985.18,299985.18,4,1,4,9,New / Recent
CUST3281,Customer_243,Pune,56-65,Female,93,1,190106.9,190106.9,3,3,3,9,Loyal Customers
CUST1026,Customer_445,Kolkata,56-65,Female,95,1,164965.29,164965.29,3,3,3,9,Loyal Customers
CUST7072,Customer_4,Gaya,56-65,Female,96,1,210619.12,210619.12,3,3,3,9,Loyal Customers
CUST7188,Customer_180,Bengaluru,36-45,Male,98,2,88709.25,44354.63,3,4,2,9,Loyal Customers
CUST2793,Customer_462,Gaya,26-35,Female,101,1,115263.96,115263.96,3,3,3,9,Loyal Customers
CUST9849,Customer_264,Delhi,46-55,Female,103,1,192594.75,192594.75,3,3,3,9,Loyal Customers
CUST5129,Customer_404,Bengaluru,46-55,Male,107,1,219522.18,219522.18,3,2,4,9,Potential Loyalist
CUST4112,Customer_71,Kolkata,26-35,Female,112,1,51766.12,51766.12,3,4,2,9,Loyal Customers
CUST2062,Customer_254,Patna,56-65,Male,115,1,493677.5,493677.5,3,2,4,9,Potential Loyalist
CUST5233,Customer_108,Mumbai,26-35,Male,116,1,48906.12,48906.12,3,4,2,9,Loyal Customers
CUST3078,Customer_230,Gaya,18-25,Male,123,1,76256.64,76256.64,3,4,2,9,Loyal Customers
CUST6518,Customer_410,Hyderabad,36-45,Female,130,1,177138.7,177138.7,3,3,3,9,Loyal Customers
CUST2565,Customer_360,Hyderabad,46-55,Female,130,1,146098.6,146098.6,3,3,3,9,Loyal Customers
CUST6783,Customer_7,Kolkata,26-35,Male,130,1,189183.33,189183.33,3,3,3,9,Loyal Customers
CUST1759,Customer_71,Delhi,56-65,Female,142,1,109150.3,109150.3,3,4,2,9,Loyal Customers
CUST8871,Customer_345,Kolkata,36-45,Female,144,1,113857.04,113857.04,3,3,3,9,Loyal Customers
CUST9175,Customer_441,Mumbai,36-45,Male,144,1,212252.94,212252.94,3,3,3,9,Loyal Customers
CUST6228,Customer_466,Pune,36-45,Female,149,1,89287.2,89287.2,3,4,2,9,Loyal Customers
CUST6173,Customer_51,Pune,18-25,Male,152,1,150268.72,150268.72,3,3,3,9,Loyal Customers
CUST7676,Customer_42,Bengaluru,36-45,Female,152,1,405225.6,405225.6,3,2,4,9,Potential Loyalist
CUST2094,Customer_165,Hyderabad,46-55,Female,166,1,113543.48,113543.48,3,3,3,9,Loyal Customers
CUST8124,Customer_344,Pune,26-35,Female,172,1,87386.72,87386.72,3,4,2,9,Loyal Customers
CUST2589,Customer_426,Delhi,46-55,Male,173,1,84392.92,84392.92,3,4,2,9,Loyal Customers
CUST3567,Customer_407,Bengaluru,18-25,Male,177,1,300593.16,300593.16,3,2,4,9,Potential Loyalist
CUST8408,Customer_249,Delhi,46-55,Female,179,1,122496.24,122496.24,3,3,3,9,Loyal Customers
CUST2672,Customer_324,Pune,26-35,Female,182,1,191186.12,191186.12,2,4,3,9,At Risk
CUST8164,Customer_156,Delhi,26-35,Female,186,1,309378.72,309378.72,2,3,4,9,At Risk
CUST1928,Customer_17,Mumbai,26-35,Female,190,1,340497.71,340497.71,2,3,4,9,At Risk
CUST6565,Customer_431,Gaya,46-55,Female,194,1,168646.62,168646.62,2,4,3,9,At Risk
CUST4482,Customer_139,Pune,46-55,Male,209,1,421025.22,421025.22,2,3,4,9,At Risk
CUST1960,Customer_367,Kolkata,36-45,Male,212,1,285213.69,285213.69,2,3,4,9,At Risk
CUST8039,Customer_391,Kolkata,46-55,Female,220,1,170899.98,170899.98,2,4,3,9,At Risk
CUST3679,Customer_242,Patna,46-55,Male,228,1,239465,239465,2,3,4,9,At Risk
CUST5386,Customer_125,Gaya,46-55,Male,231,1,244476.54,244476.54,2,3,4,9,At Risk
CUST8766,Customer_140,Hyderabad,46-55,Female,235,1,235105.5,235105.5,2,3,4,9,At Risk
CUST5097,Customer_302,Mumbai,56-65,Female,238,1,185571.72,185571.72,2,4,3,9,At Risk
CUST3228,Customer_209,Patna,46-55,Female,245,1,283052.58,283052.58,2,3,4,9,At Risk
CUST8067,Customer_283,Patna,46-55,Female,245,1,261456.84,261456.84,2,3,4,9,At Risk
CUST9724,Customer_220,Pune,26-35,Male,247,1,156221.6,156221.6,2,4,3,9,At Risk
CUST9465,Customer_274,Gaya,56-65,Male,255,2,184323.94,92161.97,2,4,3,9,At Risk
CUST3948,Customer_465,Hyderabad,36-45,Male,259,1,116728.5,116728.5,2,4,3,9,At Risk
CUST3537,Customer_377,Pune,18-25,Female,260,1,141646.92,141646.92,2,4,3,9,At Risk
CUST7544,Customer_225,Mumbai,26-35,Male,261,1,350933.9,350933.9,2,3,4,9,At Risk
CUST3316,Customer_458,Patna,36-45,Female,264,1,261998.08,261998.08,2,3,4,9,At Risk
CUST3759,Customer_313,Mumbai,56-65,Female,267,1,301283.73,301283.73,2,3,4,9,At Risk
CUST7341,Customer_457,Hyderabad,46-55,Female,267,1,166562.96,166562.96,2,4,3,9,At Risk
CUST4685,Customer_22,Gaya,26-35,Male,269,1,241032.51,241032.51,2,3,4,9,At Risk
CUST4003,Customer_305,Bengaluru,46-55,Female,278,1,468522,468522,1,4,4,9,At Risk
CUST9551,Customer_230,Bengaluru,18-25,Male,295,1,474935.9,474935.9,1,4,4,9,At Risk
CUST8298,Customer_489,Delhi,36-45,Female,298,1,429431.7,429431.7,1,4,4,9,At Risk
CUST6600,Customer_242,Bengaluru,56-65,Female,301,1,439266.33,439266.33,1,4,4,9,At Risk
CUST5036,Customer_468,Patna,26-35,Male,305,1,299490.08,299490.08,1,4,4,9,At Risk
CUST7374,Customer_375,Patna,56-65,Female,313,2,511309.4,255654.7,1,4,4,9,At Risk
CUST8316,Customer_121,Hyderabad,56-65,Female,323,1,369482.04,369482.04,1,4,4,9,At Risk
CUST5188,Customer_286,Gaya,46-55,Male,328,1,439499.43,439499.43,1,4,4,9,At Risk
CUST2669,Customer_151,Bengaluru,46-55,Male,329,1,359291.92,359291.92,1,4,4,9,At Risk
CUST8623,Customer_84,Hyderabad,26-35,Male,345,1,407455.5,407455.5,1,4,4,9,At Risk
CUST8010,Customer_187,Hyderabad,36-45,Female,1,1,141200.44,141200.44,4,3,3,10,Loyal Customers
CUST9957,Customer_116,Pune,26-35,Female,2,1,99838.56,99838.56,4,4,2,10,Loyal Customers
CUST2867,Customer_221,Hyderabad,56-65,Male,6,1,257759.6,257759.6,4,2,4,10,New / Recent
CUST7564,Customer_478,Patna,18-25,Female,10,1,176483.04,176483.04,4,3,3,10,Loyal Customers
CUST1764,Customer_47,Hyderabad,18-25,Male,10,1,51751.06,51751.06,4,4,2,10,Loyal Customers
